sample_id,folder_id,sent_id,sentence,prob_1
185,BN,2493,"She starred in the title role of ""Snow White"" in the Marlowe Theatre's Canterbury pantomime from December 2008 – January 2009 alongside Stephen Mulhern.",-57.056365966796875
186,BN,3400,"As with many poets and thinkers of his day, the only information available has been deduced from the analysis of primary texts, namely his epigrams in the Anthology.",-49.38174057006836
187,BN,10784,"They did so once more before the tournament was over, losing to Hungary in a game that essentially determined the gold medal despite being only the 6th of 7 matches each team played.",-40.170555114746094
188,BN,4147,"f(f, x))) \ In the lambda calculus, which only uses functions of a single variable, this can be done via the ""Y combinator.""",-61.92610168457031
189,BN,13645,"His soundtrack score to David Hamilton's art house film ""Laura"" featured disco musicians Marc Chantereau and Slim Pezin of Voyage and Space session bassist Jannick Top.",-154.07040405273438
190,BN,6038,Seed dispersal by ants is typically accomplished when foraging workers carry diaspores back to the ant colony after which the elaiosome is removed or fed directly to ant larvae.,-46.194488525390625
191,FA,522,"In popular award category, Menaka Rajapakse won the most popular actor award, whereas Nehara Peiris won the most popular actress award for the second consecutive time.",-47.902610778808594
192,FA,8953,"The house is architecturally significant as the work of Varney Parkes, later government architect, in an early version of the Queen Anne style (Criterion F.1).",-45.81975555419922
193,FA,4227,"""Prasophyllum concinnum"" was first formally described in 1948 by William Henry Nicholls from a specimen collected in 1947 by Winifred Curtis from Blackmans Bay.",-38.2811279296875
194,FA,11347,"The new State School for Girls and Infants was located to the east of High Street, three blocks east of the primary school, and adjacent to the Roman Catholic Church School Reserve.",-45.865501403808594
195,FA,7879,"Though large group of singers and their listeners refer to rabiz as a music genre, the term is also used widely to refer to a certain type of fashion and lifestyle.",-70.67818450927734
196,FA,9595,"Materiality (social sciences and humanities)  In the social sciences, materiality is the notion that the physical properties of a cultural artifact have consequences for how the object is used.",-19.238216400146484
197,FA,2266,"In July 2017, Lyca Productions announced that they would be making a film starring Nayanthara in the lead role, which would be directed by Nelson Dilipkumar.",-32.288543701171875
198,FA,2141,"Ren reunites with Danny and finds that OtherLife has become a major success and is being used for a wide range of applications, including long-term confinement stretching for centuries.",-90.440185546875
199,FA,8008,"In February 1817 the army of General Nicolás Bravo and his lieutenant, Don Nicolás Catalán, took refuge in a strong point in the Cerro del Campo within sight of Jaleaca.",-81.61833190917969
200,FA,6755,"In a 1981 paper focusing purely on the genus ""Forstercooperia"", it was found that there was very little diversity in the species found valid by Radinsky.",-65.06399536132812
201,BW,11687,"Live at the Albany Empire  Live at the Albany Empire was the first album by the Flying Pickets in 1982, recorded live at the Albany Empire in Deptford, South London.",-21.724395751953125
202,BW,6658,"However, under ERISA, this was not the case, and Donna Rae Egelhoff would be the beneficiary of her late ex-husband's benefits.",-59.738983154296875
203,BW,13875,"Thriller"" won eight Grammy Awards, including Album of the Year at the 26th Grammy Awards, and was the best-selling album of 1983 with more than fifteen million copies sold.",-40.85597229003906
204,BW,12955,"Her husband was at that time the secretary of the Trotskyist Fourth International, and worked as a printer, while Mildred Gordon herself continued in her occupation as a teacher.",-37.664302825927734
205,BW,11595,"Earl Browder, reading too much into the dissolution of the Communist International in May 1943 and the wartime alliance of the Soviet Union with America, dissolved the Communist Party in 1944.",-55.191558837890625
206,BW,2209,"The original Pelham Parkway was built in 1911 and opened in 1912 as a small, two-lane road in today's westbound lanes through what was then rural Westchester County.",-42.303489685058594
207,BW,9705,"Levi Buchanan of IGN gave ""Ridge Racer"" 6.2/10, complaining about the problematic controls and saying that the game without the analogue control ""feels really lacking"".",-58.86540222167969
208,BW,13811,"Through the replacement of undesirable elements with desired abilities, hybrid vectors may in the future outperform standard transfection vectors in terms of safety and therapeutic efficiency.",-50.836143493652344
209,BW,4317,"On WWE's ""The Rise and Fall of ECW"" DVD, Heyman alleged that the requests from TNN to tone down ECW's content were excessive.",-25.550220489501953
210,CS,10253,"Lane was born as Harry Leonard Albershardt or Albershart (sources differ) in Mishawaka, Indiana to Linnie Anne and William H. Albershardt.",-46.84211730957031
211,CS,2632,"Straża  Straża is a village in the administrative district of Gmina Wołów, within Wołów County, Lower Silesian Voivodeship, in south-western Poland.",-0.9236499071121216
212,CS,5402,"Its seat is the village of Krościenko nad Dunajcem, which lies approximately east of Nowy Targ and south-east of the regional capital Kraków.",-25.913957595825195
213,CS,4399,"Cicendia filiformis"", the slender cicendia or yellow centaury, is native to Europe and naturalized in other places, such as Australia. """,-33.743980407714844
214,CS,3107,"In 1992, the band released a compilation album, ""Electric Soup""/""Gorilla Biscuit"", which won an ARIA Music Award for Best Cover Art, in 1993.",-49.149112701416016
215,CS,13018,"Drescher, Morgan, Radziwill, Singer, and Thomson renewed their contract in May 2013, while de Lesseps was demoted to a recurring role.",-44.909095764160156
216,CS,1602,"As well as political roles, Hill has published books, articles, reviews on human rights, intellectual history, international development, and matters related to religion in the former Soviet Union.",-61.756935119628906
217,CS,3756,"Because there are no earlier mentions in records there is no way of telling how old Haslach really is, but it is clear that it was established sometime before 786.",-54.242393493652344
218,CS,229,"End-effects include taste, tumor promotion, as well as vesicle exocytosis, superoxide production from NADPH oxidase, and JNK activation.",-54.9838752746582
219,CS,8713,"In 1955 Angelo Roncalli, future Pope John XXIII and then Patriarch of Venice, had a silver mask put on the saint's face to protect it from dust.",-39.30516815185547
220,FH,5808,"During the Franco-Dutch War (1672–1678) he fought with his regiment first under Turenne until 1675, then under his successor Condé and finally under Luxembourg.",-64.61084747314453
221,FH,9062,"Mary Elaine Hegland by altering the subtitle of Keddie's edited volume as ""accommodation and revolution,"" made it more referential to political discourses.",-82.38092041015625
222,FH,9075,Two independent candidates won mayoral positions by defeating the two main parties' candidates in the second round - one in Pazardzhik Province and the other in Pleven Province.,-20.33850860595703
223,FH,13628,"The Raiders, led by ninth-year head coach Matt Langel, played their home games at Cotterell Court in Hamilton, New York as members of the Patriot League.",-50.994468688964844
224,FH,4298,"He was educated at Chungju High School and completed a bachelor's degree in Korean language, as well as a master's degree in Information and Communications at Korea University.",-17.683345794677734
225,FH,6511,"Marciano José took the position of a cook at the School of Our Lady of Covadonga, since the position was abandoned by the previous cook due to the revolution.",-79.686279296875
226,FH,10052,"Upon returning from the United States after completing his doctoral degree study, Hsu became the assistant professor in the Institute of Mainland China Studies of Chinese Culture University in 1997–1998.",-93.008056640625
227,FH,10883,"Mychal Mulder  Mychal Mulder (born June 14, 1994) is a Canadian professional basketball guard for the Golden State Warriors of the National Basketball Association (NBA).",-15.699480056762695
228,FD,12852,"As of 2020, she is a professor at the Centre for Criminology & Sociolegal Studies and the Centre for Diaspora & Transnational Studies at the University of Toronto.",-40.07201385498047
229,FD,3273,"In 1878 the first ""South of Ireland Championships"" also known as the ""Limerick Cup"" were founded the men's event was won by Veere St Leger Goold.",-60.50575256347656
230,FD,5095,"Other parts landed on the tracks of the Turin–Genoa and Milan–Genoa railways, and on warehouses belonging to Ansaldo Energia, an Italian power engineering company.",-129.67259216308594
