index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
46,[CLS] Nor did he know the difference between hot and cold. [SEP],0,46,[CLS] Nor do I know the difference between warmth and cold. [SEP],[CLS] Nor do I know the difference between shiver and shiver. [SEP],[CLS] Nor does man have a choice between warm and cold. [SEP],[CLS] nor do they know the difference between heat and cold ; [SEP],[CLS] Never did he feel an emotion both hot and cold. [SEP],[CLS] Nor did I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],"[CLS] Never would she make a mistake, hot or cold. [SEP]",[CLS] Nor can we tell the difference between hot and cold. [SEP],[CLS] Nor did I like this space between hot and cold. [SEP]
47,[CLS] Nor did he know the difference between hot and cold. [SEP],0,47,[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Neither do I recognize the difference between shiver and shiver. [SEP],[CLS] Nor does man have a choice between hot or cold. [SEP],[CLS] nor do they make the distinction between warm and cold ; [SEP],[CLS] Never did he experience an emotion both hot and cold. [SEP],[CLS] Nor did she know the difference between heat and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],"[CLS] Never would I make a scene, hot or cold. [SEP]",[CLS] Nor can you tell the difference between hot and cold. [SEP],[CLS] Neither did he like this space between hot and cold. [SEP]
48,[CLS] Nor did he know the difference between hot and cold. [SEP],0,48,[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between shiver and shiver. [SEP],[CLS] Nor does man have a choice between hot and cold. [SEP],[CLS] nor do they respect the distinction between warm and cold ; [SEP],[CLS] Never did he feel an emotion both hot and cold. [SEP],[CLS] Little did he know the difference between warm and cold. [SEP],[CLS] Little did she know the difference between hot and cold. [SEP],"[CLS] Never will I make a mistake, hot or cold. [SEP]",[CLS] Nor can I tell the difference between warm and cold. [SEP],[CLS] Nor did she like this space between hot and cold ; [SEP]
49,[CLS] Nor did he know the difference between hot and cold. [SEP],0,49,[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between shiver and shiver. [SEP],[CLS] Never does one have the choice between hot or cold. [SEP],[CLS] nor do they respect the distinction between heat and cold ; [SEP],[CLS] Never did I feel an emotion both hot and cold. [SEP],[CLS] Nor did he know the difference between warmth and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],"[CLS] Never will I make a mistake, hot or cold. [SEP]",[CLS] Nor can they tell the difference between warm and cold. [SEP],[CLS] Nor did she like this gap between warm and cold. [SEP]
50,[CLS] Nor did he know the difference between hot and cold. [SEP],0,50,[CLS] Neither do I know the difference between hot and cold. [SEP],[CLS] Nor do I care the difference between shiver and shiver. [SEP],[CLS] nor does one have a choice between hot and cold ; [SEP],[CLS] nor do they respect the distinction between hot and cold ; [SEP],[CLS] Never did he feel an emotion both hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],"[CLS] Never will I make a mistake, warm or cold. [SEP]",[CLS] Nor can I tell the difference between hot or cold. [SEP],[CLS] Nor did she like this space between warm and cold. [SEP]
51,[CLS] Nor did he know the difference between hot and cold. [SEP],0,51,[CLS] Neither do I know the difference between hot and cold. [SEP],[CLS] Nor do we understand the difference between shiver and shiver. [SEP],[CLS] Nor does anybody have a choice between hot and cold. [SEP],[CLS] nor do they respect the distinction between hot and cold ; [SEP],[CLS] Never did she feel an emotion both hot and cold. [SEP],[CLS] Neither did he know the difference between hot and cold. [SEP],[CLS] Nor does anyone know the difference between hot and cold. [SEP],"[CLS] Never will I make a mistake, hot or cold. [SEP]",[CLS] Nor could he tell the difference between hot and cold. [SEP],[CLS] Nor did I like this space between warm and cold. [SEP]
52,[CLS] Nor did he know the difference between hot and cold. [SEP],0,52,[CLS] Nor would they know the difference between hot and cold. [SEP],[CLS] Nor do I understand the difference between shiver and shiver. [SEP],[CLS] Nor does anybody get a choice between hot and cold. [SEP],[CLS] nor do they respect the distinction between hot and cold. [SEP],[CLS] Never did she feel an emotion both hot and cold. [SEP],[CLS] Nor did I know the difference between hot and cold. [SEP],[CLS] Nor does he know the difference between hot and cold. [SEP],"[CLS] Never will I make a mistake, hot or cold. [SEP]",[CLS] Nor could he tell the difference between heat and cold. [SEP],[CLS] Nor did I like this space between warm and cold. [SEP]
53,[CLS] Nor did he know the difference between hot and cold. [SEP],0,53,[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between shiver and shiver. [SEP],[CLS] Nor does one get a choice between hot or cold. [SEP],[CLS] nor do they respect the distinction between hot and cold. [SEP],[CLS] Never did he feel an emotion both hot and cold. [SEP],[CLS] Little did humans know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Never will I make a mistake : hot or cold. [SEP],[CLS] Nor could he tell the difference between hot and cold. [SEP],[CLS] Nor did she want this space between warm and cold. [SEP]
54,[CLS] Nor did he know the difference between hot and cold. [SEP],0,54,[CLS] Nor did I know the difference between hot and cold. [SEP],[CLS] Little do I know the difference between shiver and shiver. [SEP],[CLS] Nor does one have a choice between hot and cold. [SEP],[CLS] nor do they respect the distinction between warm and cold. [SEP],[CLS] Never would she feel an emotion both hot and cold. [SEP],[CLS] Nor did he know the difference between warm and cold. [SEP],[CLS] Nor did she understand the difference between hot and cold. [SEP],"[CLS] Never will I make a mistake, warm or cold. [SEP]",[CLS] Nor could he tell the difference between hot and cold ; [SEP],[CLS] Nor did he want this war between hot and cold. [SEP]
55,[CLS] Nor did he know the difference between hot and cold. [SEP],0,55,[CLS] Nor would I know the difference between hot and cold. [SEP],[CLS] Little did I know the difference between shiver and shiver. [SEP],[CLS] Nor does one have a choice between hot or cold. [SEP],[CLS] nor do they respect the distinction between heat and radiation. [SEP],[CLS] Never did he feel an emotion both hot and cold. [SEP],[CLS] nor did he know the difference between warmth and cold. [SEP],[CLS] Neither does she know the difference between hot and cold. [SEP],"[CLS] Never will I make a mistake, hot or cold. [SEP]",[CLS] Nor could he calculate the difference between warm and cold. [SEP],[CLS] Nor did he fear a battle of hot and cold. [SEP]
56,[CLS] Nor did he know the difference between hot and cold. [SEP],0,56,[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Little did he know the difference between shiver and shiver. [SEP],[CLS] Nor does one have the choice of hot or cold. [SEP],[CLS] Nor do they respect the distinction between heat and cold. [SEP],[CLS] Never would I feel an emotion both hot and cold. [SEP],[CLS] nor does it know the difference between warmth and cold. [SEP],[CLS] Nor does he know the difference between warm and cold. [SEP],"[CLS] Never will I make a mistake, hot or cold. [SEP]",[CLS] Nor could I calculate the difference between hot and cold. [SEP],[CLS] Nor did he fear a battle of hot and cold. [SEP]
57,[CLS] Nor did he know the difference between hot and cold. [SEP],0,57,[CLS] Little did Gideon know the difference between warmth and cold. [SEP],[CLS] Nor did she know the difference between shiver and shiver. [SEP],[CLS] Neither does one have the option of hot or cold. [SEP],[CLS] Nor did Sage study the boundaries between hot and cold. [SEP],[CLS] Never would she feel an emotion both hot and cold. [SEP],[CLS] Nor does he know the difference between warmth and cold. [SEP],[CLS] Nor did he know the difference between warm and cold. [SEP],"[CLS] Never will I make a mistake, hot or cold. [SEP]",[CLS] Nor can you tell the difference between hot and cold. [SEP],[CLS] Never did Beth lose a battle of hot versus cold. [SEP]
58,[CLS] Nor did he know the difference between hot and cold. [SEP],0,58,[CLS] Nor did Gideon know the difference between hot and cold. [SEP],[CLS] Nor did Toby know the difference between shiver and shiver. [SEP],[CLS] Neither does one have the option of hot or cold. [SEP],[CLS] Nor did she study the boundaries between hot and cold. [SEP],[CLS] Never did she feel an emotion both hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Neither does he know the difference between hot and cold. [SEP],"[CLS] Never will I make another mistake, hot or cold. [SEP]",[CLS] Nor can we tell the difference between hot and cold. [SEP],[CLS] Never did I lose the battle of hot versus cold. [SEP]
59,[CLS] Nor did he know the difference between hot and cold. [SEP],0,59,[CLS] Little did Gideon know the difference between hot and cold. [SEP],[CLS] Little did Toby know the difference between shiver and shiver. [SEP],[CLS] Neither does one have the option of hot versus cold. [SEP],[CLS] Nor did she study the boundaries between hot and cold. [SEP],[CLS] nor did he feel an excitement both hot and cold. [SEP],[CLS] Little did she know the difference between hot and cold. [SEP],[CLS] Neither does Noah know the difference between hot and cold. [SEP],"[CLS] Never will I make a mistake, hot or cold. [SEP]",[CLS] Nor can we measure the difference between warmth or cold. [SEP],[CLS] Boy did I lose the battle of hot versus cold. [SEP]
60,[CLS] Nor did he know the difference between hot and cold. [SEP],0,60,[CLS] Nor did Gideon know the difference between hot and cold. [SEP],[CLS] Little did I know the difference between shiver and shiver. [SEP],[CLS] Neither does one have the option of warm or cold. [SEP],[CLS] Nor did she study the boundaries between hot and cold. [SEP],[CLS] nor did Laurence feel an excitement both hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Neither does Noah know the difference between hot and cold. [SEP],"[CLS] Never will I make any mistake, hot or cold. [SEP]",[CLS] Neither can you tell the difference between hot and cold. [SEP],[CLS] Boy did he love a battle of heat versus cold. [SEP]
